,name,category_1,category_2,origin,description
529,Laco IsyeL Onesina Cabernet Sauvignon 2006, Red Wine , Cabernet Sauvignon ,  from Spain ," The wine is a bright ruby color. On the nose, it is very expressive and fruity. It is fresh and juicy in the mouth, well balanced with soft tannins. It has a great finish.  "
530,Bode Eventanetary Heeding Hill Chardonnay (half-bottle) - Martontavolter Blanc 2002, White Wine , Chardonnay ,"  from Carneros, California "," A brilliant light gold in the glass. The wine is dominated by aromas of lemon peel and Granny Smith apples. The palate is creamy with flavors of stone fruit and a long finish. The mouth feel is broad and full. A delicious and savoury Granny Smith apple style wine with a touch of barrel toast. The palate is long and has a soft creaminess from barrel contact, a rich texture from malolactic fermentation and a clean, bright finish. "
531,Myrls Chamateau Chardonnay 2013, White Wine , Chardonnay ,"  from Russian River, Sonoma County, California "," The 2013 MYRls Chardonnay opens with aromas of golden delicious apples, tangerine and a hint of sweet oak. On the palate, the wine shows flavors of white nectarine, pear and lemon curd, with a light touch of honey. The mouthfeel is soft and velvety, leading to a long finish. "
532,El Coldo 2000, Red Wine , Other Red Blends ,"  from Rioja, Spain "," A new wine made from old-vine Tempranillo grapes ( Tempranillo and Merlot), aged for 24 months in French and American oak. This is a delicious example of Rioja Spain's indigenous wine, made from the oldest Tempranillo vines in the region. The wine is full-bodied, with a deep ruby/purple color, and a sweet, opulent nose with plenty of blackberry and cassis fruit. This wine is ideal for drinking now, but should evolve nicely for 2-3 years.  "
533,Mouneuistal Trokhe Granno Winery Rougee 175 Margiona 2007, Red Wine , Other Red Blends ,  from Spain ," Garnacha (100% Garnacha) from the sandy soil of the “Piedra de la Vila” (Village) of Santo d'Ano (not to mention the fact that it is planted with some of the oldest vines in the region), the oldest plot in the region, planted in 1964. "
534,Zonte Cles Winetta Monte Syrah 2011, Red Wine , Syrah/Shiraz ,"  from Santa Barbara, Central Coast, California "," Deep, dark color. Vivid aromas of blackberry and cassis. A full-bodied wine with a long finish.. It's flavors of plums, blueberries and blackberries.  Full-bodied, rich and intense with hints of licorice and spice. A great match for braises, stews and game.  "
535,Scitap's,nan,nan,nan,nan
536,Sino enders Semper Cabernet Sauvignon 2005, Red Wine , Cabernet Sauvignon ,  from California ," The 2005 Cabernet Sauvignon is a complex wine with a deep color, luscious fruit, and a long, smooth finish. Aromas of blackberry, plum and cassis mingle with spicy oak. This is a Cabernet with structure, charm, and finesse. "
537,Schelliaum Syrah 2007, Red Wine , Syrah/Shiraz ,"  from Central Coast, California "," The wine is a deep ruby color.  Aromas of black cherry, raspberry, and hints of pepper.  Flavors of cherry and plum with a hint of toasty oak.  A rich, velvety, smooth mouthfeel, balanced with soft tannins, and a long, elegant finish.       "
538,Bogepey Napa Valley Cabernet Sauvignon 1997, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California ",", but not for the less fruity, more serious side.  Not for the less fruity, more serious side of Cabernet.  Not for the less fruity, more serious side of the Cabernet fruitere red wines, this wine is a complex, balanced, concentrated wine with good structure and a soft, round, pleasant mouth feel.  The wine has a deep garnet color with aromas of black cherries, spices, and mint.  This wine has a soft, round, soft, juicy, velvety feel in the mouth with moderate tannins and a smooth, lingering finish.  It is a well-balanced, concentrated, and concentrated wine that can be enjoyed with a variety of foods. "
539,Fayne Romacura Santa Branco De Charfonnan Syrah 1993, Red Wine , Syrah/Shiraz ,  from Spain ," The nose is deep and spicy, with intense berry fruit. The palate is full and soft, with a tannic backbone. Flavors of blackberry and cassis dominate, with a touch of chocolate and pepper. The finish is long and pleasant. This wine is a perfect match for grilled meat, game and cheese. "
540,Pene Cabernet Sauvignon 2018, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The aromatics are enticing and complex. They are a combination of ripe blackberry, cherry, and hints of cassis, dried herbs, and vanilla. On the palate, the wine is round and smooth with flavors of black cherry, boysenberry, cassis, and hints of cocoa. The finish is supple and pleasing with a lingering fruit and vanilla-oak tannin finish. "
541,Rynenane Chardonnay 2006, White Wine , Chardonnay ,"  from Willamette Valley, Oregon "," The 2006 Chardonnay is rich and vibrant with a mouthfeel that is rich and soft, with aromas of golden apple, peach, honey, vanilla, and toasty oak. This Chardonnay has bright flavors of lemon curd, pineapple, and hints of spice. With a bright mouth feel, this wine has a creamy, round finish that is nicely balanced by fresh acidity. "
542,Flander Gwoak Ontera Santo Tery Estate Shuti 2013, Red Wine , Other Red Blends ,"  from Santa Barbara, Central Coast, California "," The 2013 Gwoak Ontera is a blend of Petite Sirah, Syrah, Grenache, and Mourvedre.  The winery is located in the Santa Barbara County of Central Coast AVA. The sandy loam soil, cool breezes and afternoon breezes from the Pacific Ocean create a climate ideal for grape growing. "
543,Domaine Dwogt-de Gelains Gewindgeix Vineyard Myroma Valley Merlot 2005, Red Wine , Merlot ,  from Australia , The color of the wine is deep red. The nose shows intense fruit characters with an underlying complexity from the use of French oak barrels. The palate is full and soft with an abundance of black and red berry fruit flavors. This wine has a dry finish with a hint of fruit sweetness balanced with the tannin structure to give the wine a soft but rich palate. This is an elegant Merlot with a lovely fruit intensity. It will gain complexity in bottle over the next 4-5 years.
544,Wilrachs Shirattiore Reserva Cabernet Sauvignon (half-bottle) 1987, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," Santadi Amarone Classico 1995 [response] [category_1] Red Wine [category_2] Red WineOther Red Blends [category_2] Other Red Blends [origin]  from Veneto, Italy "
545,Wepalle Estate Cabernet Sauvignon 2016, Red Wine , Cabernet Sauvignon ,"  from Marlborough, New Zealand "," This is a wine with a fine balance between tannin structure and depth. The aromas are inviting with notes of blackberries, cherries and cassis. The palate is rich and full of fruit with a balanced and lingering finish.  "
546,Luefena PieBlat 2013, White Wine , Other White Blends ,  from California ," The 2013 Loire Valley white wine is a rich and sumptuous wine. It is rich and inviting with aromas of Granny Smith apples, white peaches, and mandarin oranges. On the palate, the wine is dry and refreshing with flavors of lemon-lime and fresh cut pippin apples. This wine has a crisp and clean finish with a slightly off-dry style. "
547,Casta des Papol Chevoz Blacc Boucofiel Resto 2011, White Wine , Other White Blends ,"  from Languedoc, South of France, France "," The selection of grapes from clay-limestone plots in the chalk hills of Boucofiel have produced a white wine of great finesse and finesse, with aromas of lemon, lime and acacia flowers and flavors of lime, apricot, grapefruit and peach on the palate. The finish is long and aromatic, with fresh, mineral notes."
548,Tewtinaito Roal Pepilaz 2002, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," The wine is rich and full bodied.  It has a beautiful dark purple color.  It has aromas of tobacco and leather.  On the palate it shows rich flavors of plum, black cherries and berries with an elegant finish.  This wine is a blend of 90% Cabernet Sauvignon, 10% Syrah and other varietals that were planted in 2001 in the Colombe area.  It is an excellent example of the traditional wine of Tuscany, the oldest of the noble grape varieties in the world, with a history of success in Tuscany since the 17th century."
549,Thobers,nan,nan,nan,nan
550,Santa Calferate Classice Zinfandel 2017, Red Wine , Zinfandel ,"  from Lodi, California "," Ruby red in color, this Zinfandel has aromas of blackberry, blueberry and subtle hints of spice. On the palate, it shows rich flavors of blackberry, black cherry, and spice, with a touch of toasty oak. Its soft tannins, balanced acidity, and long finish make this a wonderful wine to enjoy with your favorite pizza, barbeque, or by itself! "
551,Puprawnett Bland (375ML hall-bottlo) 2011, Green Wine , Other Dessert ,  from Australia ," The 2011 vintage is rich, but still light and refreshing, with flavors of peach and lemon curd. It's the perfect accompaniment to a spring salad with croutons, seafood, or to drink on its own. "
552,Prima Emannes Pay Wine Hro Casa Hilts Shiraz 2007, Red Wine , Syrah/Shiraz ,  from Australia ," The fruit is sourced from the first pressing of our hand-harvested, single-vineyard fruit, then-releases, from the other three estate vineyards. Pungent spice, pepper, and herbal notes are in the mix. It's all hand-made in the winery.  "
553,Mentz White Pinot Noir 2014, Pink and Rosé , Rosé ,"  from Willamette Valley, Oregon "," The 2014 Mentz White Pinot Noir is lively with a nose of strawberries, raspberries, and citrus. The mouth is bright and balanced with flavors of strawberries, raspberries, and citrus. A slight minerality adds a vibrant character to this wine. The finish is long and clean with lingering flavors of fresh strawberries and watermelon. The wine is a great match for grilled salmon, sushi, and Asian cuisine. "
554,Fatk Harg Niser Break Rose 2006, Pink and Rosé , Rosé ,  from Spain ," The nose is fresh, clean and complex, with notes of wild strawberries, watermelon and a hint of mineral complexity. On the palate, the wine is fresh, well-balanced and elegant, with a mineral finish.  Chateau La Roilette Estate Cabernet Franc 2006 [response] [category_1] Red Wine [category_2] Other Red Blends "
555,DeTen Binerard Flares Wines Cabernet Saavignon 2000, Red Wine , Cabernet Sauvignon ,"  from Sonoma County, California "," This wine is rich and round with flavors of black cherry, plums, and a hint of toasty oak. This wine is well balanced with soft tannins and a long finish. It will continue to improve for the next two to four years. "
556,Jaim Peapulo Dareno Napa Red 2015, Red Wine , Other Red Blends ,"  from Napa Valley, California "," The 2015 Jaimpeapulo Dareto Red is a blend of 60% Syrah, 20% Cabernet Sauvignon, and 10% Petit Verdot, the backbone of this wine is very old world in style. On the nose, aromas of spicy black cherry, currant, and raspberry fruit are highlighted by hints of oak and vanilla. On the palate, the tannins are soft and round, with flavors of dark cherry and raspberry jam. A spicy finish is accented by toasted oak and soft vanilla.  "
557,Carlogas de la tie Saceras Al Grenachi 2015, Red Wine , Grenache ,  from Spain ," The color is deep purple. The nose shows ripe fruit, with blackberries and some floral notes, spices and a hint of toasted bread. In the mouth it is very fresh, with soft tannins and a certain roundness that comes from the Syrah and Garnacha grapes. A ripe fruit wine with a long finish. "
558,Tordantons Pinot Noir 2015, Red Wine , Pinot Noir ,"  from Pays d’Oc, South of France, France "," A perfect accompaniment to red meat dishes and white meats. Torton Charlemagne-Preston Charlemagne Grand Cru (OK Kosher) 2011 [response] [category_1] Red Wine [category_2] Pinot Noir [category_2] Pinot Noir [category_2] Pinot Noir [origin]  from Pays d’Oc, South of France, France "
559,Sassto Fonedassan 1998, Red Wine , Other Red Blends ,"  from Priorat, Spain "," Dusted inky purple, this shows an impressive range of aromas, featuring smoky mineral, black cherry, and wild blackberry. Full-bodied, with silky tannins and a lengthy finish, it is a delicious wine. The European spirit is evident in the attractive richness of fruit and the way it unfolds in the mouth. Enjoy this wine with roasted meats, wild game, and a rich, well-structured wine.-Wine Advocate "
560,Santo Estate Sauvignon Blanc 2001, White Wine , Sauvignon Blanc ,"  from Napa Valley, California "," The Santo Estate Sauvignon Blanc is a crisp, dry wine with a hint of sweetness from the oak. It has a lovely light straw color and a lovely, rich nose of honey, pear and citrus. On the palate, the flavors of fig and citrus are balanced by a bright acidity. This wine is excellent when served with shellfish, seafood salads, light fare or just sipping chilled on any occasion. "
561,Tor Gats Shand Leflo 2008, Red Wine , Other Red Blends ,  from South Africa ," Blend: 52% Syrah, 16% Grenache, 14% Mourvedre, 11% Petit Verdot, 5% Cinsaut The wine has a deep garnet color with a touch of purple. On the nose, the bouquet reveals aromas of black cherries and plums, as well as some sweet spice and a hint of earthy truffle. Full-bodied, with excellent structure, the tannins are round and soft, with a long finish. This is a wine that can be enjoyed with a meal, but would be wonderful with spicy foods."
562,Frannon Mondontar 2016, Red Wine , Bordeaux Red Blends ,"  from Napa Valley, California "," Blend: 82% Cabernet Sauvignon, 10% Petit Verdot, 3% Merlot, 2% Malbec  ,erskopff & syrup production. The resulting wine is garnet in color. A complex bouquet with a spicy nose. Lush, fruity, complex, smooth and savoury on the palate. Full-bodied, concentrated and well-structured with a lengthy finish. The wine is a blend of 80% Cabernet Sauvignon, 10% Merlot, 2% Cabernet Franc and 2% Petit Verdot. "
563,Seman Cabernet Sauvignon 2018, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," Blend: 77% Cabernet Sauvignon, 10% Merlot, 5% Petit Verdot, 4% Malbec Purple hue. Intense dark fruit aromas. Rich and full bodied, with layers of sweet dark berry and cassis fruit flavors. Hints of dark chocolate and spice. A well balanced, full bodied wine with soft tannins and a long, fruity finish."
564,Kon Windch Hery Vineyard Cabernet Sauvignonnio 2ran-Sauvignon Blano 2013, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," Blend: 91% Cabernet Sauvignon, 9% Merlot, 2% Petit Verdot, 2% Cabernet Franc "
565,Galbol Saluntingignon Rose 2018, Pink and Rosé , Rosé ,  from Spain ," A rosé with an elegant structure and good balance between fruit and acidity. Pairs well with seafood, grilled vegetables, poultry, and Mediterranean cuisine. J. Davies Vineyards Russian River Valley Pinot Noir 2016 [response] [category_1] Pink and Rosé "
566,Vidagetta Nate Vhits Blet 2005, Red Wine , Other Red Blends ,"  from Sicily, Italy "," Deep ruby color. On the nose, it shows hints of spice, raisins, cassis and a hint of mint. It is full-bodied with great structure, well balanced with soft tannins.  "
567,Kubfo Cellars Chardonnay 1998, White Wine , Chardonnay ,"  from Central Coast, California "," Kubfo Chardonnay is a medium bodied, rich wine.  Its lush tropical fruit flavors and subtle spiciness make it a wonderful accompaniment to a wide range of foods including grilled salmon, roasted chicken, pasta in cream sauces and grilled portabella mushrooms. "
568,Gaystef'sose Bellete Blanc 1994, White Wine , Other White Blends ,"  from Central Coast, California "," The full bodied style of the varietal is softened by the roundness and silkiness of the Riesling, while the slightly exotic and floral qualities of the Riesling add a exotic character. Enjoy this wine with fresh seafood, light pasta dishes, Asian-inspired cuisine, as well as anything prepared with a little charm. "
569,Saveritut Kentramino 2009, White Wine , Other White Blends ,"  from Veneto, Italy "," The Kentramino grapes are harvested at optimal ripeness and are given a two week maceration on the skins followed by one week of aging in stainless steel tanks. After blending, the wine is bottled in January. The wine is crisp, dry and nicely balanced with a floral nose of wisteria and a full, ripe, tropical palate. "
570,Rikoras Cannata Rabdson Valley Chardonnay 2015, White Wine , Chardonnay ,"  from Mt. Veeder, Napa Valley, California "," Pale yellow color. Intense minerality with notes of tropical fruit, pineapple, and peach. Creamy on the palate with a long finish., the winery is always happy to have the best barrels to blend for the final blend.  This wine has aromas of apricots and a hint of spice.  The finish is long and fresh.  A great pairing with grilled prawns, roasted chicken, seafood, or just about anything! "
571,Spankingamd Chardonnay Vineyard Pinot Noir 2011, Red Wine , Pinot Noir ,"  from Central Coast, California "," The 2011 Spätikaké Vineyard Chardonnay has a vibrant garnet color. The aromas are all about pear and apple pie, with a hint of oak. On the palate, the flavors are all about pear and apple pie. The oak is nicely integrated with the fruit, adding a creamy texture to the wine. The finish is long and elegant with a hint of spice. "
572,Antingh-Patringheblekt Smirezte 2002, White Wine , Other White Blends ,"  from Rheingau, Germany "," This wine has a pale straw color. On the nose, it is reminiscent of the great wines of Burgundy, but with an elegant and restrained nose. The palate is full, warm and juicy, and is supported by a fine structure. A full, creamy finish is the result of the ageing on the lees, the wine's fine acidity, the residual sugar and the ageing on the lees. "
573,Frendint-Jiney Muirsain Rose d'Astestin Pinot Gris 1997, White Wine , Pinot Gris/Grigio ,"  from Asti, Piedmont, Italy ",", but never the less, juicy, soft, creamy mulberry and red cherry fruit. Spicy, mineral and earthy on the palate, with a long, smooth finish. A wonderful match for richly flavored dishes. Best after 2003. "
574,Jean Rockal's Preres Pinot Noir 2012, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," This is a wine with an elegant structure, good texture, and a rich mouthfeel. In the glass, it shows its deep color, cherry and raspberry fruit with subtle spice and earthy notes. In the mouth, the wine has a rich, velvety texture. The flavors of ripe blackberries and spice are balanced by firm tannins, fresh acidity and a long, lush finish. "
575,Stobasse Druveye Pinot Noir 2012, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," The 2012 vintage shows an opulent nose of blackberry, black cherry, and black licorice. A soft, velvety mouthfeel shows flavors of ripe blackberry, blueberry, and dark cherry, with a hint of earthiness. The tannins are soft and round with a pleasant, lingering finish. The 2012 vintage shows great structure, balance, and a lengthy finish. "
576,Bonenake Moltain Tongia Chardonnay 2013, White Wine , Chardonnay ,"  from Russian River, Sonoma County, California "," This wine is the perfect example of a great chardonnay from a great vineyard. The aromas of honeydew, apple, and pear are balanced with the toasty character of French oak barrels. The wine is very fruit forward and loaded with tropical flavors. The fruit flavors are backed by a hint of vanilla and the toasty character of butterscotch. The finish is long and full with a perfect balance between acidity and fruit. "
577,Bodega Lavere Cabernet Sauvignon 2006, Red Wine , Cabernet Sauvignon ,  from Argentina ," Lavere represents the history and tradition of viticulture in Mendoza. The grapes are grown in the foothills of the Andes Mountains, at an elevation of 3,000 feet above sea level. The resulting wine is a Cabernet Sauvignon that is rich and structured with deep color, bold aromas and flavors of red fruits, spices and herbs. A full-bodied Cabernet Sauvignon with smooth tannins and a long finish. "
578,Ampaina Dos Wines Fill Vineyard Pinot Noir 2006, Red Wine , Pinot Noir ,"  from Central Coast, California "," The 2006 Pinot Noir fills the cellar with aromas of black cherry, dried herbs and spice. On the palate, the flavors of black cherry, dried herbs, spice and a hint of earth are balanced with a rich, round texture and a smooth finish. Pair this elegant wine with lamb, grilled salmon, or beef tenderloin.  "
579,Montalint Selects Reserve Syrah 2013, Red Wine , Syrah/Shiraz ,"  from Montalint, Languedoc, South of France, France "," The fruit is hand-harvested, lightly pressed, and the juice cooled in stainless steel tanks. The wine is then matured in a combination of French and American oak barrels for 18 months. A wine of richness, structure, and balance, with lovely spice, berry and vanilla flavors on the nose and on the palate. "
580,Auvinates Cillars Cabernet Sauvignon 1999, Red Wine , Cabernet Sauvignon ,  from California ," The color of the 1999 Cabernet is deep purple with purple edges. The wine has a nose of cherries, spice, and toast. In the mouth, the wine is full and rich with layers of cherries, spice, and toast. The tannins are soft and the wine has a long finish. This is a smooth, easy-drinking wine. "
581,Eduis 201 Chardonnay 2017, White Wine , Chardonnay ,  from California ," The Eduis Chardonnay is a rich, full-bodied, well-balanced wine, displaying aromas of fresh apples, lemon peel, and tropical fruit. It is fresh and clean on the palate, with flavors of tropical fruit, citrus, and pineapple that are complemented by delicate notes of toasty oak."
582,Micerland Ole Staguin Sauvignon Blanc (OU -Klar)-Frotk 2016, White Wine , Sauvignon Blanc ,"  from Casablanca Valley, Chile ",",asty and ripe, with the structure and backbone to cellar well. The flavors of nectarine, pear and pineapple are enveloped in mineral, spicy oak, lemon peel, and just a touch of minerality. The wine has a rich mouthfeel and great mouthfeel, with a long, refreshing finish. Its bright acidity and fine texture will pair nicely with seafood and poultry.  "
583,Domaaneptomorele Cotcioula La Brice 2016, Red Wine , Other Red Wine ,"  from Sardinia, Italy "," Pairs well with game dishes, roasted meats, and mature cheeses. A well-balanced, easy-to-drink wine, packed with blackberry, black cherry, and spice. Pair with pork chops, grilled meats, or chicken.  "
584,Chateau Josep Granhe 2010, Red Wine , Bordeaux Red Blends ,"  from Medoc, Bordeaux, France "," A wonderful example of the classic Medoc, this wine is full of fruit, good tannin structure, and excellent balance. It has a deep garnet color, and is full of red berry fruit with a touch of toasted oak. On the palate, the wine shows its potential with a deep, elegant structure and great ageing potential. The fruit aromas are balanced with spice and pepper, and on the palate, the wine is complex with soft tannins, beautiful structure, and a long finish. "
585,Grick Wines Ales Vinoy Chardonnay 2006, White Wine , Chardonnay ,"  from Willamette Valley, Oregon "," Ales is a blend of fruit from the lower elevations (%) to the higher elevations (higher) sites (Higher on the slopes) of the vineyard. The result is a wine with more complexity, structure, and minerality than is typical in the lower elevations. The aromas of white peach, mango, and pineapple are enhanced by the wine's rich mouthfeel and lovely minerality. The rich mouthfeel is nicely balanced with a hint of toasty French oak, which carries through on the long finish. "
586,Estrela Annes Somman Cabernet Sauvignon 1999, Red Wine , Cabernet Sauvignon ,  from Chile ," A rich, complex, spicy and fruity wine with a distinctive style and finish. The wine is aged for 18 months in French oak barrels, 60 percent new, to give a smooth, rich texture. It is packed with currant, black cherry, and plum flavors with a hint of toast and spice. It is smooth and balanced with a long, smooth finish. "
587,Mochers Winery Estate Voulling Barro' Reserve Galaista Beaule 2008, Red Wine , Other Red Blends ,"  from Napa Valley, California "," The 2008 Reserve Cabernet Sauvignon is rich, dark, and lush. It is full of aromas and flavors of ripe blackberry, plum, chocolate, and hints of coffee, black pepper, and a hint of dried herbs. The palate is soft and velvety with a deep lingering finish. "
588,Telboan Sainna Rose Soave Bellei 2015, Pink and Rosé , Rosé ,"  from Soave, Veneto, Italy "," The color is a light, almost transparent, salmon-pink. The nose is intense, fruity, intense and fragrant with notes of citrus fruit, berries and white flowers. On the palate the acidity is balanced, the fruit expression is balanced, the freshness and the structure complete."
589,Domaine am Golfofoy-Cha Morsain Rosota Bonstpieto Frebten Rossa 1998, Red Wine , Other Red Blends ,"  from Piedmont, Italy ",", but it's also a wonderful everyday wine to drink with pizza or mac & cheese, light pasta dishes, fish & seafood, especially sushi. "
590,Dolenany Veldiny Edolain Zinfandel 2007, Red Wine , Zinfandel ,"  from Mendocino, California "," The Dolenany Veldony Vineyard Zinfandel is a full-bodied, deeply colored red wine with aromas of ripe red and black cherries, and black pepper. Flavors of raspberry, currant and blueberry pie are complemented by notes of sweet oak and a hint of pepper. This wine is well-balanced with a long, smooth finish."
591,Antolay Grate Rand Cellar Pinot Noir 2014, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," The 2014 vintage is a rich, deep, and opulent Pinot Noir that delivers a luscious mouthfeel and an elegant, supple finish. The nose shows ripe black cherry, dark fruit, spice, and toast. The palate is juicy and fruity, with black cherry, spice, and dark chocolate flavors. The texture is soft and supple. The finish is long and rich. This is a delicious, crowd pleasing wine. "
592,Tindszotori 7 Cafnewne Suvendiong Granija Sauvignon Blanc 2014, White Wine , Sauvignon Blanc ,"  from Marche, Italy "," Ideal as an aperitif or paired with starters, soups, seafood, fish, risotto, pasta and rice dishes, Pecorino cheese. "
593,Stalaquery Resera Gary (375ML Mall-botter Per) Gres d'Agre 2014, Red Wine , Other Red Blends ,"  from Sardinia, Italy "," Excellent with grilled steak, roasted lamb, roasted duck, mature cheeses. Bright garnet in color, with an intense perfume of blackberry jam, dried cherries, and spices. On the palate, the wine is lush and velvety, with good structure and balance. Flavors of raspberries, plums, and chocolate are interwoven with vanilla and spice, and lead into a long finish with a hint of pepper."
594,Prauh Roten de Riegals Gigacollo Liale 2011, Red Wine , Other Red Blends ,"  from Gigault, Rhone, France "," This wine is made from younger vines, mostly Grenache (70-100 years-old) with a small amount of Syrah (30-30 years-old).    "
595,Bark Brum Wuner Verline Sauvignon Blanc 2015, White Wine , Sauvignon Blanc ,"  from Lodi, California "," The 2015 Sauvignon Blanc has aromas of grapefruit, lychee and lime. This crisp wine has a beautiful minerality with flavors of fresh green apples and gooseberries. Pair this wine with your favorite summertime dishes. "
596,Lintonge Thease Rud 2018, Red Wine , Other Red Blends ,  from South Africa ," A deep ruby color. Intense fruit on the nose, with aromas of black cherry, blackberry, and plum. The palate is rich, with dark berry fruit, spice and hints of pepper. Well-balanced and round on the finish."
597,Eldhy Winery Brut 2013, Sparkling & Champagne , Vintage Sparkling Wine ,  from California ," Blend: 52% Chardonnay, 20% Pinot Noir, 15% Pinot Meunier The deep gold color of this wine heralds the complex aroma of toasty brioche. Flavors of ripe apple, pear, and pineapple are accented with a hint of toasty oak. This wine has a full, creamy texture, with a long, lingering finish. Enjoy now or cellar for 2 to 3 years. Serve with chicken and seafood pasta, mild cheeses, sushi and Asian-inspired cuisine. "
598,Roser Gimb Collal Chardonnayar Wines Cabernet Sauvignon 2017, White Wine , Other White Blends ,  from Spain ," This Chardonnay is a blend of three of the oldest estate-owned vineyards in the world, located at the foot of the Montserrat mountain range, near the village of Ciampart de la Plana in the region of Valladolid de la Orden."
599,Carrablis Cabernet Sauvignon 2000, Red Wine , Cabernet Sauvignon ,"  from Central Coast, California "," This is a perfect example of the Central Coast appellation.  A deep garnet color.  The nose is filled with black cherry, cedar, and a hint of pepper.  The palate is filled with the same black fruit flavors and a touch of vanilla.  This wine has the characteristic bright fruit that is the hallmark of all our wines.  It has a rich and soft tannin backbone that will allow it to age well for many years to come. "
600,Erritoretonthe Vineyard Sauvignon Blanc 2000, White Wine , Sauvignon Blanc ,  from Chile ," Crisp and fruity, with plenty of freshness and a crisp finish. This Sauvignon Blanc shows the typical tropical fruit flavors, along with a good range of citrus and a mineral edge. A great companion for seafood, poultry and pasta. "
601,Fles Maldson Cabernet Sauvignon 2002, Red Wine , Cabernet Sauvignon ,  from South Africa ," The nose has a rich, concentrated fruit core of blackcurrant and black cherry fruit with a hint of mint. The tannins are well-integrated and the wine has a good balance between power and elegance. A dry, savoury finish complements the fruit and the wine's excellent structure. "
602,Berand Siltssauf Cabernet, Red Wine , Cabernet Sauvignon ,  from Spain ," This is the first time in the Penedès Denomination that the Cabernet Sauvignon from the Istanca is fully varietal. The result is a rich, full bodied, balanced wine with a long finish. The Siltssauf vineyard is located in the northwest part of the region of Aragon. The wine is made from younger vines (20–30 years old) that have been selected from several sites to produce a wine of great freshness and finesse."
603,Sauvignon 2006, White Wine , Sauvignon Blanc ,"  from Marlborough, New Zealand "," Sauvignon Blanc grapes were sourced from several vineyards throughout Marlborough to create a wine of complexity and freshness. The grapes were sourced from the cooler Marlborough region, where the style of this wine is full and vibrant. The cool Marlborough climate and richly-fruited soil combine to give this wine intense passionfruit and gooseberry fruit characters, which are enhanced by subtle oak barrel flavours. Aromas of ripe tropical fruits and fresh cut grass are supported by subtle mineral notes. The palate is supple and fresh with vibrant acidity and a refined texture. "
604,Ranta Pinotto Blandco Reserve Petite 2014, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Ruby red color. Aromas of berries, cherry, spice, herbs and wood. Berry fruit, spice, herbs, wood and earth in the mouth. Full-bodied, tannic and balanced with a long finish. "
605,Epalett Coteaunau Rubanzo Dose 2005, Red Wine , Tempranillo ,  from Spain ," The wine is made from old-vine Tempranillo vines (70+ years) and was aged in French oak barrels. A rich and spicy wine with layers of black and red berry fruit, black pepper, and spice.  "
606,Bervente Parnett Wonda Aldatia Chardonnay 1993, White Wine , Chardonnay ,  from California ," This Chardonnay was 100% barrel fermented in French oak (25% new). The wine has an abundance of tropical fruit and peaches with a soft, creamy texture. The oak adds a toasty character that nicely complements the fruit. This wine has a lovely, rich, golden color. The wine has a sweet, toasty oak flavor that nicely complements the fruit and lends depth to the wine. The finish is long and smooth. This is a well balanced Chardonnay that can be enjoyed by itself as an aperitif or with any meal. "
607,Brisse Risenn 6 Cabernet Sauvignon (375ML half-bottlle) 2012, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," Blend: 82% Cabernet Sauvignon, 10% Merlot, 4% Cabernet Franc, 2% Petit Verdot, 1% Malbec "
608,Wateak Sauvignon Blanc 2016, White Wine , Sauvignon Blanc ,"  from Marlborough, New Zealand "," The Wateak Sauvignon Blanc is made in a riper, more full bodied style, with bright citrus, tropical fruit, and fresh cut grass flavors. The wine is very aromatic, showing ripe melon, passion fruit and a hint of lemongrass. The wine is very concentrated and has a silky texture with a long finish. The Wateak style of Sauvignon Blanc is a refreshing, pure and straightforward style of Sauvignon Blanc. "
609,Twodtostoer Griaes Tin-Giora 2004, Red Wine , Other Red Blends ,  from Spain ," The wine has a deep cherry colour with purple lights. It is a nose of ripe fruit, with a hint of oak. The tannins are firm and fruity, with a pleasant, smooth structure. This wine pairs well with cold cuts, white meats, pasta and rice dishes, pizza and barbecue."
610,River Gataszi Malbaccera 2014, Red Wine , Other Red Blends ,  from Spain ," Deep, bright violet color. An elegant and intense nose, with floral notes of rockrose, balsamic aromas of cedar and resin and hints of wild berry fruits. On the palate, it is well-balanced, with soft tannins and a smooth, long finish. "
611,Pajo Ar de Piscobonda Bruck 2008, Red Wine , Other Red Blends ,  from Spain ," The vines of the Garnacha variety, known as Garnacha in Spain, grow on calcareous clay soils.  Garnacha and the Cariñena variety, along with the Tempranillo variety, contribute structure and tannic components to the wine. "
