,name,tokens,output,error_msg
3475,Alcherosse,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3476,Wonti & Schrall Sona Hanst Yrank Licgring Salettion Cabernet Sauvignon 1997,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3477,Rovellonge Vineyards Cabernet Sauvignon 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3478,Partiol Seriailu Malivore Riserve 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3479,Peter Jan Horenet Zinfandel 2006,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3480,Grandnon Branadi Bondarcino 2004,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3481,Beninlo la Rossa Rgono 2006,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3482,Revina Macuda Rodac 1998,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3483,Jadbmarr Parino Zinfandel (3 Liter) 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3484,GAGyomoing Omeq E. Gois Wale Climaze Chammieras Prumiera Pinot Grigio 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3485,Rearmintt Moakow Vineyards Sp.tito Rhune Valley Cellera 2005,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3486,Varkmain Calinardy Hill Cabernet Sauvignon 2013,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3487,Bodonger Goce Fon Family The Maeh Rosso 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3488,T'Al Sureco Restarie Grae Vigne 2018,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3489,ArtoOte Terra Vallay Cabernet Sauvignon 2000,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3490,Basgai Thes Inver Singlate ReserdE Vonkergell Riesling Hielli 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3491,Paul Rowver Winerra Tho Estate Pinot Noir 2012,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3492,Pehfics Kund hupage Red Blanc 2005,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3493,Ingieiczo Santa Xmaiscarila 2013,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3494,Domaifena Bourso 2018,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3495,Pieres Rasutia Reserve 2014,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3496,Z. Polw Ridge,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3497,Chardano 2005,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3498,Wotte PeLiters Riesling 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3499,Brickkoffing Eslut Fidgcongo Amassica 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3500,Prifanzo Resater Estate Figman Horcia Vellis Pinot Noir 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3501,Castells Sta. Cakte Connec's Coado Coustallo 2006,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3502,Chateau Mernot Chablis La Chagnure 1987,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3503,Lossan-Liuit Massalord Pinot Noir 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3504,Domaine Roomonet Pouit Maciina Zinfandel 1989,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
3505,Cosce Spapaans Bru Riele Chorie 2007,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
